city,date,fare,ride_id
Colemanland,21-02-2019 22:04,30.97,4.04653E+12
South Teresa,19-04-2019 20:01,34.93,9.23316E+12
Myersshire,25-03-2019 08:26,18.16,2.36425E+12
East Danielview,02-03-2019 02:47,14.32,2.1061E+12
West Hannah,23-04-2019 04:56,47.08,6.28059E+12
Nicolechester,07-01-2019 10:41,27.44,1.91836E+12
Barronchester,18-02-2019 18:35,42.32,3.49352E+12
North Timothy,07-05-2019 14:00,26.3,4.90517E+12
East Aaronbury,08-04-2019 18:59,21.29,6.30561E+11
Bethanyland,26-03-2019 18:27,24.27,7.24723E+12
East Danielview,03-05-2019 18:09,48.24,3.3281E+12
New Olivia,03-01-2019 09:58,38.31,93262977180
Rodriguezview,09-01-2019 11:55,29.19,38504866921
Victoriaport,27-02-2019 17:13,44.91,6.92663E+12
North Jeffrey,23-01-2019 23:42,27.11,6.33205E+12
New Olivia,06-02-2019 20:39,13.03,1.37741E+12
East Danielview,28-02-2019 20:26,42.71,2.32233E+12
Bethanyland,18-02-2019 09:31,38.8,9.38223E+12
Colemanland,01-02-2019 20:59,16.11,7.60029E+12
Grayville,26-02-2019 12:59,12.64,5.43831E+11
Nicolechester,14-03-2019 01:22,47.93,4.42338E+12
Bethanyland,03-02-2019 05:47,22.82,9.67569E+12
Nicolechester,12-01-2019 22:48,30.79,9.52338E+12
Port Shane,24-04-2019 10:06,45.92,5.38891E+12
Brandonfort,03-05-2019 02:01,41.62,3.18313E+12
West Kimmouth,15-04-2019 19:22,27.16,8.18072E+12
Williamsonville,30-01-2019 05:20,36.81,8.08567E+12
Josephside,02-04-2019 12:23,49.33,4.82647E+11
Josephside,17-02-2019 23:01,38.24,1.24677E+12
Mezachester,01-04-2019 00:02,24.4,8.95952E+12
Josephside,18-01-2019 10:21,14.75,6.14037E+12
North Richardhaven,04-04-2019 21:05,23.79,1.14566E+12
Bethanyland,08-02-2019 19:50,28.27,5.51853E+12
Lake Scott,24-01-2019 19:21,47.83,6.81244E+12
East Danielview,19-02-2019 04:44,31.72,7.45253E+12
East Aaronbury,24-02-2019 16:37,36.88,9.77719E+12
Sotoville,28-03-2019 19:16,34.03,3.99885E+12
Lewishaven,18-01-2019 04:09,32.13,2.82058E+12
Josephside,01-04-2019 03:46,23.73,6.1245E+12
Nicolechester,04-02-2019 09:41,49.21,4.28043E+12
Josephside,07-03-2019 02:22,39.17,6.54097E+12
East Kentstad,07-05-2019 13:29,38.74,41356844955
Colemanland,28-02-2019 21:02,35.07,8.31333E+12
Lewishaven,22-02-2019 14:40,20.35,3.26261E+12
Lake Robertside,02-04-2019 08:53,21.31,4.62757E+12
Lake Scott,16-03-2019 23:48,28.99,6.20094E+12
Josephside,02-05-2019 15:30,21.33,6.69796E+12
South Brenda,19-02-2019 18:08,45.55,1.08908E+12
Williamsonville,14-01-2019 07:33,40.72,7.26212E+12
Colemanland,26-02-2019 17:44,32.7,7.01549E+12
New Olivia,19-03-2019 00:04,33.43,2.16378E+12
Lake Robertside,12-03-2019 06:05,31.23,3.34793E+12
Rodriguezview,01-05-2019 09:45,26.92,1.69386E+12
Brandonfort,26-03-2019 19:35,19.22,8.65846E+12
Victoriaport,24-02-2019 07:58,45.66,3.82143E+12
North Richardhaven,20-01-2019 05:13,20.89,6.06804E+12
Colemanland,29-04-2019 07:09,34.77,3.00413E+11
Williamsonville,04-04-2019 03:48,18.77,7.55468E+12
Barronchester,06-03-2019 06:36,46.07,4.55352E+12
Lewisland,27-02-2019 18:56,36.26,6.39214E+12
New Raymond,07-03-2019 17:57,26.55,6.93053E+12
South Brenda,01-01-2019 12:32,25.56,2.61354E+12
South Brenda,21-03-2019 22:45,49.59,3.89294E+12
North Timothy,14-04-2019 18:06,41.17,2.43823E+12
East Marymouth,06-05-2019 22:39,34.12,9.2158E+12
Barronchester,26-03-2019 18:27,30.32,1.77556E+12
Mezachester,16-02-2019 17:34,29.25,9.835E+12
East Kentstad,19-04-2019 14:47,44.82,7.4976E+11
East Marymouth,11-01-2019 02:12,12.21,56113993388
East Marymouth,04-02-2019 19:03,31.44,9.30907E+12
New Olivia,03-02-2019 08:51,42.89,7.78115E+12
North Jeffrey,09-04-2019 20:40,21.2,8.49076E+12
North Richardhaven,19-01-2019 03:13,41.94,4.57841E+12
Lake Scott,05-05-2019 05:58,18.48,7.98853E+12
West Kimmouth,01-05-2019 09:07,23.69,1.24693E+12
Lewisland,21-02-2019 23:06,23.3,7.49638E+12
Mezachester,13-01-2019 15:21,23.83,5.27085E+12
Williamsonville,07-05-2019 19:45,26.11,2.81673E+12
East Marymouth,04-04-2019 10:59,23.38,8.03394E+12
Veronicaberg,07-05-2019 13:31,42.48,3.34219E+12
Lewisland,28-03-2019 01:32,43.77,7.96383E+12
Lewisland,06-02-2019 20:33,33.22,5.52629E+12
Josephside,24-02-2019 03:58,40.92,1.75388E+11
Bethanyland,17-03-2019 20:29,44.81,4.17323E+12
North Richardhaven,07-02-2019 00:21,12.58,1.42675E+12
West Kimmouth,09-03-2019 02:23,35.3,5.03886E+12
Lake Robertside,14-03-2019 19:44,35.79,8.73916E+12
New Shannonberg,18-02-2019 11:25,21.66,8.77423E+12
North Jeffrey,14-01-2019 08:29,25.02,4.71896E+12
Nicolechester,08-01-2019 19:26,26.16,8.90381E+11
Williamsonville,06-03-2019 03:55,25.69,8.75561E+11
Colemanland,23-04-2019 17:09,16.1,3.62574E+12
West Hannah,02-04-2019 16:29,33.41,3.05586E+11
South Brenda,16-01-2019 13:20,47.66,4.35784E+12
Grayville,05-03-2019 12:31,14.15,3.50358E+12
Port Shane,28-01-2019 15:34,45.7,5.71797E+12
Veronicaberg,09-02-2019 06:55,26.39,1.33283E+12
North Jeffrey,18-02-2019 20:41,35.03,4.4807E+12
Nicolechester,10-02-2019 16:40,37.22,3.46427E+12
Grayville,20-03-2019 05:36,35.34,3.55075E+12
West Kimmouth,29-03-2019 04:50,34.84,1.76961E+12
New Raymond,08-04-2019 14:44,46.37,2.49397E+11
West Kimmouth,09-01-2019 19:41,19.77,6.84129E+11
Brandonfort,10-01-2019 11:10,40.2,9.84078E+12
Victoriaport,26-01-2019 08:07,23.94,4.20032E+12
Port Shane,06-04-2019 11:22,43.21,1.9145E+12
Brandonfort,13-03-2019 23:19,21.62,9.83955E+12
North Jeffrey,10-01-2019 19:17,33.85,8.08941E+12
New Shannonberg,20-04-2019 10:09,46.8,5.91725E+11
Barronchester,20-03-2019 18:52,35.09,4.84215E+12
Josephside,26-04-2019 02:02,27.2,3.02737E+12
Rodriguezview,05-05-2019 20:48,25.19,5.10654E+12
South Teresa,26-03-2019 08:11,37.29,8.50175E+11
Port Shane,15-01-2019 18:16,33.95,5.35562E+12
New Shannonberg,02-05-2019 11:40,13.08,5.6481E+12
Rodriguezview,24-04-2019 08:08,18.22,6.27133E+12
Lake Ann,16-02-2019 07:08,39.8,1.71208E+12
Myersshire,15-04-2019 00:07,32.13,6.92114E+12
Colemanland,22-04-2019 07:16,31.43,8.42816E+12
Veronicaberg,11-01-2019 16:25,31.26,8.82167E+12
Lewishaven,20-01-2019 12:47,35,5.77226E+12
South Brenda,04-03-2019 01:04,16.6,2.24159E+12
East Marymouth,23-01-2019 06:04,24.91,5.9999E+12
Rodriguezview,28-04-2019 00:56,26.61,4.83979E+12
Grayville,07-01-2019 20:09,34.62,8.23837E+12
Nicolechester,08-03-2019 15:28,31.71,5.15797E+12
Lake Scott,02-05-2019 19:14,35.54,8.21897E+12
Rodriguezview,12-01-2019 02:10,26.41,8.99334E+11
South Teresa,01-03-2019 13:10,34.24,2.68712E+12
Lake Scott,24-01-2019 08:27,23.8,8.22938E+12
South Brenda,28-01-2019 11:55,30.98,5.99776E+12
South Brenda,05-01-2019 14:49,47.38,2.88574E+12
Josephside,03-02-2019 14:48,43.39,7.79497E+12
Myersshire,20-04-2019 04:56,37.15,4.25308E+12
East Danielview,15-01-2019 03:55,21.97,2.3248E+11
North Timothy,16-02-2019 17:53,14.94,7.96424E+12
Sotoville,22-04-2019 03:14,31.24,9.47486E+11
Grayville,25-01-2019 10:17,39.35,6.10511E+12
Myersshire,30-04-2019 10:54,41.25,5.29359E+12
Barronchester,09-01-2019 09:01,38.57,1.24687E+12
Mezachester,02-01-2019 16:22,47.07,8.98836E+12
East Marymouth,19-01-2019 19:28,29.94,3.88682E+11
West Kimmouth,10-02-2019 23:43,23.35,6.12096E+12
Veronicaberg,31-01-2019 02:16,23.41,4.29992E+12
Josephside,10-04-2019 10:56,32.26,5.71935E+12
Sotoville,27-04-2019 19:45,28.84,9.91397E+12
Veronicaberg,18-01-2019 18:40,44.05,1.68015E+12
Victoriaport,19-03-2019 16:48,29.54,3.04973E+12
New Raymond,10-01-2019 12:41,49.19,7.82715E+12
West Hannah,13-02-2019 09:44,42.61,8.81326E+11
East Danielview,02-05-2019 19:46,19.41,8.11909E+12
Veronicaberg,29-01-2019 03:50,48.05,5.23295E+12
Davidfurt,03-02-2019 13:58,33.84,7.1593E+12
Davidfurt,20-02-2019 01:41,46.67,2.88213E+12
South Teresa,25-04-2019 11:50,38.81,8.75807E+12
West Hannah,07-01-2019 19:37,46.64,5.78857E+12
Lake Ann,30-03-2019 17:23,23.87,5.12673E+12
Bethanyland,25-01-2019 01:04,41.85,5.32729E+12
East Danielview,14-02-2019 20:03,20.26,7.52786E+12
South Brenda,13-02-2019 15:40,31.67,7.82461E+12
Colemanland,16-04-2019 18:17,42.08,9.74604E+12
Davidfurt,06-04-2019 15:38,17.99,8.57811E+12
Bethanyland,28-01-2019 08:33,23.73,4.13245E+12
Sotoville,21-01-2019 10:21,34.06,5.6975E+11
East Aaronbury,10-01-2019 08:33,23.02,9.26542E+12
Colemanland,11-01-2019 00:28,49.28,4.06453E+12
Lewishaven,27-04-2019 07:18,18.56,4.91983E+12
Lake Omar,17-01-2019 18:29,28.54,8.21283E+12
New Shannonberg,12-02-2019 20:27,15.31,9.47627E+12
North Jeffrey,16-02-2019 19:18,26.66,7.46905E+12
South Brenda,14-02-2019 07:07,16.86,5.97645E+12
North Richardhaven,07-02-2019 13:18,27.02,6.40777E+11
South Brenda,10-04-2019 20:04,35.83,4.34284E+12
Grayville,20-01-2019 19:11,24.53,6.94759E+12
Victoriaport,15-01-2019 19:03,14.87,8.29884E+12
South Teresa,27-04-2019 14:37,45.77,4.66093E+12
East Marymouth,23-04-2019 14:20,33.66,8.23818E+12
Lake Omar,03-03-2019 13:17,33.97,1.57056E+12
Lake Scott,18-02-2019 11:38,47.37,2.72568E+12
Port Shane,16-02-2019 17:52,22.81,8.25362E+12
Davidfurt,27-04-2019 23:52,45.98,5.455E+12
Lake Ann,10-01-2019 04:20,18.22,2.89588E+12
New Raymond,31-01-2019 19:56,12.87,2.30062E+12
West Hannah,09-03-2019 11:22,21.44,8.3286E+12
Port Shane,23-03-2019 09:36,18.58,3.26138E+12
Barronchester,04-02-2019 14:59,45.75,7.21653E+12
Davidfurt,12-02-2019 10:07,49.55,3.63931E+12
Grayville,01-05-2019 14:27,26.26,6.82274E+12
Lake Robertside,24-02-2019 06:25,41.57,9.69893E+12
North Richardhaven,16-01-2019 13:38,21.06,1.76436E+12
Lewisland,01-03-2019 04:34,43.77,5.01347E+12
Mezachester,13-02-2019 09:16,38.55,8.13338E+12
Sotoville,02-01-2019 00:13,44.71,9.90388E+12
Mezachester,19-04-2019 09:25,17.51,1.7345E+12
South Teresa,15-04-2019 08:06,23.06,6.61719E+12
Davidfurt,18-02-2019 07:04,17.06,2.08406E+12
Lewisland,18-02-2019 12:17,23.87,4.51327E+12
East Aaronbury,04-04-2019 06:02,16.9,7.21704E+12
Mezachester,17-02-2019 13:16,34.17,1.42135E+12
North Timothy,24-02-2019 13:40,12.86,3.76466E+12
Veronicaberg,23-04-2019 20:34,47.51,9.50712E+12
Lake Scott,16-03-2019 18:07,20.1,5.40659E+12
New Raymond,19-03-2019 17:37,28.19,3.97789E+12
Josephside,10-02-2019 07:56,35.39,8.53682E+12
East Kentstad,18-03-2019 11:45,33.83,6.26555E+11
Williamsonville,25-04-2019 17:18,32.93,5.56442E+11
East Kentstad,12-04-2019 15:21,17.26,8.43953E+12
New Olivia,22-03-2019 05:00,24.8,4.46562E+12
Lake Ann,08-02-2019 10:30,40.27,3.07966E+12
Lake Omar,29-03-2019 20:14,14.77,6.60287E+12
Lake Omar,17-01-2019 04:55,35.94,8.67508E+12
Josephside,28-02-2019 11:07,41.18,2.44149E+12
East Kentstad,04-03-2019 21:52,20.83,2.47007E+12
Williamsonville,22-03-2019 03:05,38.41,1.33934E+12
Bethanyland,30-04-2019 19:49,27.99,9.68219E+12
North Timothy,18-04-2019 00:06,26.98,3.67836E+12
Lake Ann,13-03-2019 05:28,45.43,3.35808E+11
Mezachester,14-04-2019 02:15,15.17,8.11601E+12
New Shannonberg,17-04-2019 20:06,39.47,6.59893E+12
West Kimmouth,24-03-2019 21:04,49.96,5.9479E+12
New Raymond,01-02-2019 04:56,35.6,2.2501E+11
East Danielview,04-05-2019 02:14,40.02,3.64076E+12
Brandonfort,19-04-2019 05:52,44.24,1.39834E+12
New Olivia,10-04-2019 23:05,48.31,4.54321E+12
Myersshire,15-02-2019 13:31,40.6,5.02301E+12
Davidfurt,01-02-2019 04:21,20.44,1.85974E+11
Port Shane,16-02-2019 03:35,29.99,3.15424E+12
South Brenda,08-03-2019 11:06,41.85,6.40043E+12
New Shannonberg,26-02-2019 18:56,24.28,5.55904E+11
Lake Scott,02-02-2019 05:37,26.45,1.38058E+12
Rodriguezview,19-02-2019 08:21,42.1,4.26353E+12
Lake Robertside,30-03-2019 00:54,16.53,30234681362
Veronicaberg,28-03-2019 11:03,26.01,5.59078E+12
Colemanland,16-02-2019 03:51,15.04,4.02729E+12
Myersshire,24-04-2019 08:51,26.84,3.89315E+11
New Olivia,07-05-2019 02:49,15.41,4.67903E+12
Nicolechester,08-03-2019 16:35,26.12,1.5339E+12
South Brenda,26-04-2019 23:15,33.74,1.47299E+12
South Teresa,23-02-2019 16:30,26.28,7.86503E+12
North Timothy,19-02-2019 14:30,22.97,8.11551E+12
Davidfurt,03-02-2019 03:14,40.18,8.11698E+12
East Danielview,16-04-2019 21:06,42.94,7.30379E+12
Brandonfort,16-03-2019 20:49,19.23,4.3587E+12
Lake Robertside,23-01-2019 00:46,14.29,2.34289E+12
South Brenda,27-04-2019 07:34,30.28,7.027E+12
South Teresa,20-01-2019 08:25,30.37,9.59221E+12
East Danielview,04-03-2019 04:10,17.89,7.64021E+12
New Shannonberg,02-05-2019 21:53,28.99,3.40781E+12
Barronchester,28-04-2019 11:49,39.19,9.91774E+12
Barronchester,19-03-2019 19:18,46.42,2.88714E+12
West Hannah,22-02-2019 23:29,23.36,8.1796E+12
Nicolechester,28-04-2019 17:38,34.87,5.10194E+12
Lake Robertside,10-02-2019 15:11,20.98,7.33465E+12
Colemanland,10-02-2019 03:12,35.76,8.31309E+12
Bethanyland,17-04-2019 22:37,28.68,3.15094E+12
East Marymouth,09-04-2019 01:04,29.03,8.44287E+12
Rodriguezview,22-04-2019 20:56,44.68,1.13954E+12
Colemanland,19-02-2019 02:23,23.45,1.22468E+12
Lake Omar,13-04-2019 23:28,25.61,3.66779E+12
Davidfurt,18-04-2019 15:43,47.3,8.28934E+12
Davidfurt,03-04-2019 17:52,21.29,3.93429E+12
New Raymond,28-03-2019 14:25,14.75,7.75063E+11
Lake Scott,02-02-2019 14:18,17.55,3.94737E+12
Lake Scott,22-02-2019 06:26,37.51,2.59185E+12
West Kimmouth,02-02-2019 19:04,36.71,6.54813E+12
Davidfurt,07-05-2019 14:38,13.05,1.12652E+11
Port Shane,27-03-2019 11:55,28.8,4.39958E+12
Lake Ann,02-05-2019 06:15,47.44,9.06613E+12
North Timothy,24-04-2019 12:24,37.71,4.49908E+12
East Marymouth,24-02-2019 18:02,27.38,5.22442E+12
Lake Robertside,25-01-2019 21:44,48.81,6.51332E+12
Josephside,25-02-2019 10:17,35.8,2.85109E+12
Lake Robertside,13-01-2019 04:32,44.66,1.75734E+12
East Marymouth,22-03-2019 21:54,14.13,6.50276E+12
South Teresa,13-01-2019 15:30,20.93,6.76923E+12
Lake Robertside,27-04-2019 06:20,28.29,9.59553E+12
Lake Robertside,07-04-2019 06:35,46.5,5.12795E+12
Lake Omar,03-01-2019 01:16,14.61,7.11723E+12
Bethanyland,23-03-2019 21:53,40.07,6.35881E+11
West Kimmouth,29-04-2019 02:04,31.59,8.39023E+12
Lewisland,11-02-2019 09:00,30.56,5.32677E+12
Barronchester,02-04-2019 19:38,28.55,9.11268E+12
Mezachester,07-05-2019 15:34,44.87,6.58787E+12
Rodriguezview,07-04-2019 03:41,13.71,4.66612E+12
Lewishaven,12-04-2019 15:01,49.15,6.41139E+12
South Brenda,18-02-2019 06:29,41.32,9.77307E+12
Lake Omar,15-04-2019 16:39,45.64,3.8159E+12
Lewisland,30-01-2019 14:09,46.7,9.37453E+12
Nicolechester,22-01-2019 14:48,32.03,8.08525E+12
Lake Scott,11-01-2019 00:04,23.44,8.55767E+12
Davidfurt,05-02-2019 18:23,27.55,6.57488E+12
Port Shane,18-04-2019 00:52,12.05,1.54679E+12
Bethanyland,14-03-2019 09:47,44.31,5.7853E+11
South Teresa,08-03-2019 05:29,42.68,6.55118E+12
Josephside,12-04-2019 14:30,37.37,2.63269E+12
Myersshire,17-04-2019 23:24,20.51,4.67005E+12
Victoriaport,06-02-2019 16:28,45.86,6.84439E+12
Brandonfort,30-01-2019 01:51,17.5,6.47722E+12
Bethanyland,15-03-2019 13:10,39.66,9.76644E+12
East Marymouth,05-03-2019 19:06,25.44,7.45116E+12
North Jeffrey,19-03-2019 06:00,31.16,2.45874E+12
Victoriaport,29-01-2019 04:04,35.5,2.1861E+12
Mezachester,15-01-2019 04:53,16.6,3.35605E+12
Rodriguezview,14-02-2019 01:59,30.39,9.18047E+12
West Hannah,23-02-2019 11:22,23.5,7.79876E+12
Port Shane,17-03-2019 00:39,47.75,1.41742E+12
Colemanland,22-01-2019 10:21,46.43,3.16207E+12
Nicolechester,28-03-2019 04:12,26.22,1.22825E+11
Josephside,02-01-2019 07:26,33.57,8.53093E+12
Lewisland,23-01-2019 18:17,26.69,4.36044E+12
South Teresa,11-02-2019 15:07,28.64,3.21468E+11
West Kimmouth,18-02-2019 11:53,49.38,1.63156E+12
Davidfurt,09-03-2019 23:07,26.24,4.65249E+12
North Jeffrey,21-02-2019 12:56,22.96,6.85385E+12
East Kentstad,10-04-2019 20:44,21.38,9.07891E+12
Brandonfort,04-04-2019 21:13,21.56,8.10843E+12
Lewishaven,29-03-2019 07:24,14.21,1.26283E+11
East Danielview,26-04-2019 08:14,40.76,2.97066E+12
Veronicaberg,02-04-2019 03:59,16.63,4.52806E+12
Lake Omar,05-05-2019 23:39,12.45,6.3841E+12
Lake Omar,13-04-2019 07:09,24.9,9.45408E+12
Josephside,18-03-2019 22:55,35.58,5.45261E+12
Port Shane,19-03-2019 12:25,40.39,9.10341E+11
Rodriguezview,21-02-2019 01:34,36.37,4.98477E+12
East Kentstad,10-01-2019 11:15,24.65,7.20195E+12
Brandonfort,03-03-2019 04:25,46.01,2.28616E+12
North Timothy,17-03-2019 08:33,45.33,1.75842E+12
North Richardhaven,19-03-2019 05:25,18.01,2.80427E+12
East Danielview,04-02-2019 11:01,38.38,2.52868E+12
Colemanland,05-04-2019 05:23,43.91,3.89097E+11
East Marymouth,13-03-2019 08:07,27.54,9.78379E+12
Lake Robertside,16-02-2019 07:14,47.31,6.26738E+12
North Jeffrey,27-04-2019 10:17,20.41,9.03067E+11
East Danielview,27-03-2019 16:22,36,1.41074E+12
New Olivia,05-02-2019 22:03,35.76,5.89479E+12
Lake Robertside,12-02-2019 09:45,20.03,9.62634E+12
South Brenda,19-03-2019 19:25,48.98,8.68564E+12
Josephside,24-04-2019 10:29,42.58,1.06762E+12
West Kimmouth,05-03-2019 22:04,48.2,321833677
Barronchester,05-04-2019 14:12,33.5,91435348621
Bethanyland,06-03-2019 10:01,13.86,8.57176E+12
Lake Omar,20-02-2019 21:56,33.61,2.72136E+12
Williamsonville,28-04-2019 19:35,16.96,9.63129E+12
Colemanland,19-01-2019 15:24,24.4,6.65256E+12
Port Shane,30-01-2019 20:43,49.52,8.26279E+12
West Kimmouth,13-03-2019 14:50,18.72,9.38833E+12
Nicolechester,05-05-2019 08:45,15.43,8.49665E+12
Mezachester,19-04-2019 19:05,29.12,8.89499E+12
New Olivia,27-03-2019 09:35,34.54,4.64297E+12
East Danielview,25-01-2019 11:58,48.32,1.83167E+12
Brandonfort,15-04-2019 04:12,47.17,7.38801E+12
Port Shane,03-04-2019 22:33,15.59,1.27446E+11
Colemanland,04-05-2019 04:24,12.62,4.90271E+12
South Teresa,05-03-2019 19:18,32.29,4.98169E+12
South Brenda,25-04-2019 07:08,23.6,1.78402E+12
East Aaronbury,11-04-2019 03:24,34.4,6.54091E+12
Sotoville,13-03-2019 16:06,14.36,8.62953E+12
West Hannah,21-01-2019 19:54,41.95,16507766547
South Teresa,09-03-2019 09:54,25.08,8.13631E+12
Bethanyland,02-04-2019 04:29,34.38,1.78385E+12
West Hannah,02-03-2019 17:06,13.92,7.38894E+12
Lake Robertside,03-04-2019 03:27,12.76,1.30176E+12
Colemanland,10-01-2019 06:49,27.7,8.70407E+12
East Marymouth,12-02-2019 23:18,47.41,7.40966E+12
New Raymond,11-02-2019 17:28,17.97,7.55167E+12
Randallchester,13-04-2019 11:13,43.22,1.07608E+12
North Holly,02-02-2019 14:54,12.42,1.98526E+12
Michaelberg,27-03-2019 18:27,54.85,4.42184E+12
Lake Latoyabury,23-02-2019 21:12,47.9,3.26965E+12
Lake Latoyabury,06-05-2019 08:57,51.8,4.01803E+12
Taylorhaven,06-04-2019 01:01,45.31,2.27536E+12
Garzaport,18-02-2019 18:27,36.16,2.92834E+12
New Ryantown,27-01-2019 17:33,42.68,7.9946E+12
Lake Latoyabury,02-04-2019 21:00,13.46,8.23286E+12
North Holly,16-02-2019 17:02,39.46,4.57148E+12
Bradshawfurt,06-03-2019 21:44,19.74,6.08037E+12
South Marychester,19-02-2019 00:23,32.72,1.48175E+12
Bradshawfurt,24-03-2019 18:53,57.51,2.302E+12
Lake Latoyabury,22-01-2019 12:42,13.5,8.49334E+12
South Marychester,02-01-2019 11:18,52.12,3.45402E+12
Jessicaport,01-01-2019 09:45,43.69,2.42488E+12
South Jennifer,01-04-2019 09:32,21.63,9.13598E+12
South Marychester,21-02-2019 19:16,55.4,8.82236E+12
South Saramouth,20-02-2019 16:32,44.29,3.62237E+12
Lake Latoyabury,22-04-2019 16:56,38.46,1.67192E+12
Lake Jamie,13-03-2019 06:41,26.09,1.59916E+12
Newtonview,08-01-2019 06:19,19.39,5.35035E+12
Michaelberg,18-01-2019 00:46,15.12,1.0317E+12
Jessicaport,14-01-2019 07:09,18.05,5.40536E+12
South Marychester,15-01-2019 21:44,30.26,3.83706E+12
North Jaime,06-03-2019 09:09,44.17,1.1522E+12
Penaborough,24-02-2019 00:44,21.89,2.06931E+12
North Jaime,12-03-2019 13:05,23.21,5.98745E+12
Lake Latoyabury,16-04-2019 21:12,24.1,4.89603E+12
South Jennifer,07-03-2019 19:10,48.79,9.73063E+12
Taylorhaven,05-03-2019 21:19,38.18,8.55532E+12
Jessicaport,13-04-2019 16:08,39.89,6.51124E+12
South Marychester,27-03-2019 12:07,34.42,4.23015E+12
Penaborough,27-04-2019 06:02,38.33,5.47014E+11
New Ryantown,18-04-2019 19:43,42.97,2.30914E+11
North Jaime,04-04-2019 13:13,51.83,9.11605E+12
Harringtonfort,06-01-2019 07:38,47.33,3.84975E+12
South Jennifer,05-04-2019 14:35,32.2,6.83984E+11
North Holly,04-01-2019 03:31,24.88,4.19562E+12
Newtonview,05-02-2019 22:53,45.02,7.07537E+12
Randallchester,19-02-2019 03:52,58.55,8.0048E+12
Bradshawfurt,24-03-2019 07:34,19.89,7.8674E+12
South Marychester,25-02-2019 19:06,54.66,3.13756E+12
Bradshawfurt,18-02-2019 22:21,34.32,8.882E+12
Bradshawfurt,08-04-2019 13:46,55.19,1.74295E+12
Jessicaport,18-03-2019 16:59,33.72,3.04689E+12
Michaelberg,27-03-2019 21:48,38.62,3.64152E+11
West Heather,12-03-2019 04:22,26.55,7.03585E+12
Garzaport,17-04-2019 01:48,17.31,6.09241E+12
North Jaime,01-02-2019 08:59,17.05,9.48112E+12
New Ryantown,04-02-2019 23:54,45.7,3.57043E+12
North Holly,21-04-2019 21:14,18.54,6.25909E+12
West Heather,22-02-2019 09:01,17.4,8.70249E+12
Taylorhaven,03-04-2019 05:41,38.92,8.30045E+12
Bradshawfurt,07-04-2019 21:12,49.7,5.08881E+12
Michaelberg,11-01-2019 04:39,16.42,8.80056E+12
Michaelberg,22-04-2019 17:28,19.27,26848733115
North Holly,28-03-2019 00:12,35.45,3.26249E+12
North Jaime,06-05-2019 00:58,41.18,7.32809E+12
North Jaime,04-04-2019 01:58,43.86,8.19544E+12
South Marychester,23-04-2019 12:21,25.94,2.93662E+12
North Holly,23-01-2019 06:52,40.24,3.92187E+12
Michaelberg,02-05-2019 11:57,52.71,5.64953E+12
West Heather,22-02-2019 01:46,33.38,5.55169E+12
Bradshawfurt,23-02-2019 12:00,37.05,2.06842E+12
Penaborough,14-01-2019 15:58,54.1,4.32926E+11
New Ryantown,30-04-2019 01:50,50.81,5.35755E+12
Michaelberg,19-01-2019 12:38,38.68,1.03218E+11
Taylorhaven,01-04-2019 16:37,54.65,9.09806E+12
South Jennifer,02-04-2019 10:26,14.11,3.82827E+12
Bradshawfurt,10-04-2019 09:47,19.07,7.39305E+11
Taylorhaven,05-03-2019 04:46,29.45,2.15938E+12
Harringtonfort,17-02-2019 04:42,30.58,6.83514E+12
Randallchester,11-02-2019 05:42,25.78,9.01061E+12
New Ryantown,05-04-2019 21:38,50.98,4.83486E+12
Penaborough,03-02-2019 17:15,51.8,5.38343E+12
South Jennifer,10-04-2019 20:46,43.25,6.23929E+11
Lake Jamie,30-04-2019 21:26,37.33,6.75548E+12
Harringtonfort,16-04-2019 16:30,17.39,4.02396E+12
South Jennifer,30-01-2019 01:40,37.05,9.54538E+12
Bradshawfurt,19-01-2019 20:21,56.78,1.2534E+12
Jessicaport,01-05-2019 08:14,22.44,3.72528E+12
Lake Latoyabury,29-03-2019 09:11,13.84,7.90686E+12
Lake Jamie,18-01-2019 07:36,43.57,1.17496E+12
Randallchester,25-03-2019 13:36,10.37,3.21638E+12
Harringtonfort,10-03-2019 10:11,19.02,6.71731E+12
Lake Latoyabury,24-01-2019 13:32,34.74,5.96267E+12
Taylorhaven,02-04-2019 09:17,47.07,8.57315E+12
South Jennifer,11-03-2019 00:51,49.82,1.14534E+12
Harringtonfort,26-02-2019 07:03,54.66,9.20159E+12
Newtonview,01-04-2019 13:39,26.73,3.72353E+12
Michaelberg,10-03-2019 10:05,56.48,3.75707E+12
Penaborough,22-01-2019 15:36,10.11,4.12993E+12
Lake Latoyabury,14-04-2019 07:06,11.94,2.04067E+12
North Jaime,27-04-2019 17:58,14.01,2.15669E+12
West Heather,04-02-2019 16:29,13.97,7.11889E+12
West Heather,18-04-2019 19:33,46.6,3.671E+12
West Heather,02-03-2019 21:04,20.99,5.76645E+12
South Saramouth,28-01-2019 15:55,31.25,7.11805E+12
West Heather,06-03-2019 20:06,48.11,2.57055E+12
Garzaport,06-05-2019 16:57,18.9,8.8267E+12
South Saramouth,27-03-2019 21:07,11.87,1.70352E+11
Randallchester,07-04-2019 23:42,10.79,1.61547E+12
Harringtonfort,09-01-2019 15:30,31.84,3.73069E+12
South Saramouth,12-04-2019 18:11,57.23,5.0812E+12
North Holly,03-01-2019 19:51,19.9,5.55951E+12
